"","DivisionID","DivisionNm","CandidateID","Surname","GivenNm","BallotPosition","Elected","HistoricElected","PartyAb","PartyNm","State","Total_OrdinaryVotes_in_electorate"
"535",172,"Moncrieff",999,"Informal","Informal",999,"N","N","","Informal","QLD",4111
"536",172,"Moncrieff",23285,"SPAJIC","Paul",2,"N","N","CEC","Citizens Electoral Council","QLD",273
"537",172,"Moncrieff",23424,"PFORR","Grant James",4,"N","N","PUP","Palmer United Party","QLD",9103
"538",172,"Moncrieff",24056,"McPHERSON","Toni",6,"N","N","GRN","The Greens","QLD",4114
"539",172,"Moncrieff",24057,"CIOBO","Steven",3,"Y","Y","LNP","Liberal National Party of Queensland","QLD",35952
"540",172,"Moncrieff",24058,"MUNRO","Jason David",7,"N","N","ALP","Australian Labor Party","QLD",13543
"541",172,"Moncrieff",24397,"BERIC","Veronica Bernadette",5,"N","N","ON","One Nation","QLD",439
"542",172,"Moncrieff",24830,"NICHOLSON","Barrie Sinclair",1,"N","N","FFP","Family First","QLD",1374
"543",173,"Moreton",999,"Informal","Informal",999,"N","N","","Informal","QLD",4042
"544",173,"Moreton",23261,"GRUNERT","Wayne J M",2,"N","N","CEC","Citizens Electoral Council","QLD",138
"545",173,"Moreton",23431,"DAVEY","Jeremy Peter",7,"N","N","PUP","Palmer United Party","QLD",3171
"546",173,"Moreton",23645,"MUSCAT","Hayden",4,"N","N","FUT","Future Party","QLD",353
"547",173,"Moreton",23696,"FRY","Bruce Mayburn",8,"N","N","RUA","Rise Up Australia Party","QLD",229
"548",173,"Moreton",23718,"PERRETT","Graham Douglas",1,"Y","Y","ALP","Australian Labor Party","QLD",25321
"549",173,"Moreton",23807,"COLE","Malcolm",6,"N","N","LNP","Liberal National Party of Queensland","QLD",27388
"550",173,"Moreton",23866,"JENKINS","Elissa",9,"N","N","GRN","The Greens","QLD",6393
"551",173,"Moreton",24315,"MALLCOTT","Chris Allan",3,"N","N","KAP","Katter's Australian Party","QLD",738
"552",173,"Moreton",24848,"FERRANDO","Carolyn",5,"N","N","FFP","Family First","QLD",925
"553",174,"Oxley",999,"Informal","Informal",999,"N","N","","Informal","QLD",4871
"554",174,"Oxley",23415,"KARG","Frank",2,"N","N","DLP","Democratic Labour Party (DLP)","QLD",806
"555",174,"Oxley",23583,"TANG","Ricky Yue Mun",6,"N","N","PUP","Palmer United Party","QLD",4388
"556",174,"Oxley",23633,"MOERLAND","Scott",5,"N","N","RUA","Rise Up Australia Party","QLD",305
"557",174,"Oxley",23755,"RIPOLL","Bernie",7,"Y","Y","ALP","Australian Labor Party","QLD",27046
"558",174,"Oxley",23810,"NGUYEN","Andrew",1,"N","N","LNP","Liberal National Party of Queensland","QLD",23873
"559",174,"Oxley",24166,"STEPHENSON","Martin",3,"N","N","GRN","The Greens","QLD",3252
"560",174,"Oxley",24309,"HEWLETT","Kathleen",4,"N","N","KAP","Katter's Australian Party","QLD",1172
"561",174,"Oxley",24818,"McCORMACK","Carrie",8,"N","N","FFP","Family First","QLD",1179
"562",175,"Petrie",999,"Informal","Informal",999,"N","N","","Informal","QLD",3837
"563",175,"Petrie",23374,"CORNELL","Geoff",7,"N","N","CEC","Citizens Electoral Council","QLD",143
"564",175,"Petrie",23561,"PROHASKA","Thor Leopold",2,"N","N","PUP","Palmer United Party","QLD",6948
"565",175,"Petrie",23689,"JENNINGS","Elise",1,"N","N","RUA","Rise Up Australia Party","QLD",695
"566",175,"Petrie",23733,"D'ATH","Yvette",8,"N","Y","ALP","Australian Labor Party","QLD",26443
"567",175,"Petrie",23800,"HOWARTH","Luke",6,"Y","N","LNP","Liberal National Party of Queensland","QLD",27155
"568",175,"Petrie",24080,"MARSHALL","John",3,"N","N","GRN","The Greens","QLD",2930
"569",175,"Petrie",24419,"THOMSON","Chris",4,"N","N","KAP","Katter's Australian Party","QLD",915
"570",175,"Petrie",24854,"SPENCE","Tasman",5,"N","N","FFP","Family First","QLD",1403
"571",176,"Rankin",999,"Informal","Informal",999,"N","N","","Informal","QLD",5005
"572",176,"Rankin",23436,"ROGAN","William Tracy",3,"N","N","PUP","Palmer United Party","QLD",7576
"573",176,"Rankin",23730,"CHALMERS","Jim",4,"Y","N","ALP","Australian Labor Party","QLD",28737
"574",176,"Rankin",23831,"LIN","David",5,"N","N","LNP","Liberal National Party of Queensland","QLD",23619
"575",176,"Rankin",23919,"COTTER","Neil",1,"N","N","GRN","The Greens","QLD",3392
"576",176,"Rankin",24417,"CLAYDON","Chris",2,"N","N","KAP","Katter's Australian Party","QLD",1259
"577",176,"Rankin",24838,"LAWRIE","Chris",6,"N","N","FFP","Family First","QLD",1923
"578",177,"Ryan",999,"Informal","Informal",999,"N","N","","Informal","QLD",2477
"579",177,"Ryan",23442,"GUNNIS","Craig Geoffrey",4,"N","N","PUP","Palmer United Party","QLD",3607
"580",177,"Ryan",23454,"SWEEDMAN","Michael C",6,"N","N","SPA","Secular Party of Australia","QLD",597
"581",177,"Ryan",23724,"HAMWOOD","Damien Scott",1,"N","N","ALP","Australian Labor Party","QLD",18501
"582",177,"Ryan",23814,"PRENTICE","Jane",3,"Y","Y","LNP","Liberal National Party of Queensland","QLD",38013
"583",177,"Ryan",23899,"WORRINGHAM","Charles",2,"N","N","GRN","The Greens","QLD",10622
"584",177,"Ryan",24392,"WALKER","Peter Andrew",5,"N","N","KAP","Katter's Australian Party","QLD",814
"585",177,"Ryan",24877,"DEMEDIO","Lisa",7,"N","N","FFP","Family First","QLD",914
"586",178,"Wide Bay",999,"Informal","Informal",999,"N","N","","Informal","QLD",3628
"587",178,"Wide Bay",23414,"ANDERSON","Stephen Alfred",4,"N","N","PUP","Palmer United Party","QLD",11763
"588",178,"Wide Bay",23692,"DICKINS","Grace",6,"N","N","RUA","Rise Up Australia Party","QLD",420
"589",178,"Wide Bay",23723,"STANTON","Lucy",7,"N","N","ALP","Australian Labor Party","QLD",14712
"590",178,"Wide Bay",23822,"TRUSS","Warren",1,"Y","Y","LNP","Liberal National Party of Queensland","QLD",34254
"591",178,"Wide Bay",23902,"RINGROSE","Joy",3,"N","N","GRN","The Greens","QLD",4548
"592",178,"Wide Bay",24401,"DALE","Gordon",2,"N","N","KAP","Katter's Australian Party","QLD",4179
"593",178,"Wide Bay",24827,"CHAPMAN","John",5,"N","N","FFP","Family First","QLD",1063
"594",179,"Adelaide",999,"Informal","Informal",999,"N","N","","Informal","SA",3107
"595",179,"Adelaide",23637,"GARCIA","Carmen",4,"N","N","LP","Liberal","SA",30752
"596",179,"Adelaide",23971,"ELLIS","Kate",2,"Y","Y","ALP","Australian Labor Party","SA",31257
"597",179,"Adelaide",24370,"SCALI","Vincent",3,"N","N","PUP","Palmer United Party","SA",1535
"598",179,"Adelaide",24875,"BEACH","Ruth",6,"N","N","GRN","The Greens","SA",7188
"599",179,"Adelaide",24884,"LAZAROU","Liah",1,"N","N","SAL","Socialist Alliance","SA",762
"600",179,"Adelaide",25001,"LEE","Peter",5,"N","N","FFP","Family First","SA",1615
"601",180,"Barker",999,"Informal","Informal",999,"N","N","","Informal","SA",4833
"602",180,"Barker",23218,"SAGE","Richard",6,"N","N","IND","Independent","SA",5905
"603",180,"Barker",23648,"PASIN","Tony",7,"Y","N","LP","Liberal","SA",41854
"604",180,"Barker",23974,"GOLDING","Phil",5,"N","N","ALP","Australian Labor Party","SA",14665
"605",180,"Barker",24300,"JHANDI","Balwinder Singh",3,"N","N","PUP","Palmer United Party","SA",3152
"606",180,"Barker",24745,"HANNEMANN","Miles",4,"N","N","NP","The Nationals","SA",3528
"607",180,"Barker",24852,"KEOUGH","Mark",1,"N","N","GRN","The Greens","SA",4328
"608",180,"Barker",25019,"LAMBERT","Kristin",2,"N","N","FFP","Family First","SA",6482
"609",182,"Boothby",999,"Informal","Informal",999,"N","N","","Informal","SA",2906
"610",182,"Boothby",23820,"SOUTHCOTT","Andrew",2,"Y","Y","LP","Liberal","SA",39143
"611",182,"Boothby",24124,"DIGANCE","Annabel",4,"N","N","ALP","Australian Labor Party","SA",24077
"612",182,"Boothby",24491,"COX","Sally Dawn",3,"N","N","PUP","Palmer United Party","SA",2225
"613",182,"Boothby",24953,"THOMAS","Stephen",1,"N","N","GRN","The Greens","SA",9027
"614",182,"Boothby",25009,"EDMONDS","Natasha",5,"N","N","FFP","Family First","SA",2939
"615",183,"Grey",999,"Informal","Informal",999,"N","N","","Informal","SA",4642
"616",183,"Grey",23160,"FIDGE","Greg",6,"N","N","IND","Independent","SA",2095
"617",183,"Grey",23709,"RAMSEY","Rowan",5,"Y","Y","LP","Liberal","SA",41182
"618",183,"Grey",24001,"BROWNE","Ben",1,"N","N","ALP","Australian Labor Party","SA",21255
"619",183,"Grey",24511,"REES","Kristian",2,"N","N","PUP","Palmer United Party","SA",3853
"620",183,"Grey",24859,"SENTANCE","Alison",4,"N","N","GRN","The Greens","SA",2632
"621",183,"Grey",24999,"KAMINSKI","Cheryl",3,"N","N","FFP","Family First","SA",4136
"622",185,"Hindmarsh",999,"Informal","Informal",999,"N","N","","Informal","SA",4177
"623",185,"Hindmarsh",23656,"WILLIAMS","Matt",2,"Y","N","LP","Liberal","SA",35887
"624",185,"Hindmarsh",23968,"GEORGANAS","Steve",6,"N","Y","ALP","Australian Labor Party","SA",29625
"625",185,"Hindmarsh",24518,"MELISSOURGOS","George Peter",3,"N","N","PUP","Palmer United Party","SA",1830
"626",185,"Hindmarsh",24520,"McKAY","Kym",5,"N","N","KAP","Katter's Australian Party","SA",439
"627",185,"Hindmarsh",24870,"PAYNE","Andrew",1,"N","N","GRN","The Greens","SA",6546
"628",185,"Hindmarsh",24944,"McCABE","David",4,"N","N","DLP","DLP Democratic Labour","SA",582
"629",185,"Hindmarsh",25005,"RANDALL","Bob",7,"N","N","FFP","Family First","SA",2173
"630",186,"Kingston",999,"Informal","Informal",999,"N","N","","Informal","SA",4139
"631",186,"Kingston",23819,"MILLS","Damien",4,"N","N","LP","Liberal","SA",24071
"632",186,"Kingston",24116,"RISHWORTH","Amanda",6,"Y","Y","ALP","Australian Labor Party","SA",37487
"633",186,"Kingston",24189,"SNOSWELL","Andy",1,"N","N","RUA","Rise Up Australia Party","SA",952
"634",186,"Kingston",24294,"FROST","Mitchell Thomas",3,"N","N","PUP","Palmer United Party","SA",3100
"635",186,"Kingston",24899,"MOORE","Palitja",2,"N","N","GRN","The Greens","SA",4884
"636",186,"Kingston",25006,"DOECKE","Geoff",5,"N","N","FFP","Family First","SA",4328
"637",187,"Makin",999,"Informal","Informal",999,"N","N","","Informal","SA",4158
"638",187,"Makin",23640,"LAWRIE","Sue",4,"N","N","LP","Liberal","SA",28861
"639",187,"Makin",24108,"ZAPPIA","Tony",1,"Y","Y","ALP","Australian Labor Party","SA",35723
"640",187,"Makin",24452,"GRAHAM","Andrew Morgan",2,"N","N","PUP","Palmer United Party","SA",3182
"641",187,"Makin",24456,"JAMESON","Robert",3,"N","N","KAP","Katter's Australian Party","SA",544
"642",187,"Makin",24878,"HARRISON","Ami",5,"N","N","GRN","The Greens","SA",4356
"643",187,"Makin",25028,"POTTER","Mark",6,"N","N","FFP","Family First","SA",4870
"644",188,"Mayo",999,"Informal","Informal",999,"N","N","","Informal","SA",3108
"645",188,"Mayo",23672,"BRIGGS","Jamie",5,"Y","Y","LP","Liberal","SA",41057
"646",188,"Mayo",23992,"FAHY","Norah",3,"N","N","ALP","Australian Labor Party","SA",16128
"647",188,"Mayo",24502,"BRAR","Bikkar Singh",2,"N","N","PUP","Palmer United Party","SA",2905
"648",188,"Mayo",24887,"GROSSER","Ian",4,"N","N","GRN","The Greens","SA",10685
"649",188,"Mayo",24998,"HICKS","Bruce",1,"N","N","FFP","Family First","SA",5460
"650",189,"Port Adelaide",999,"Informal","Informal",999,"N","N","","Informal","SA",5189
"651",189,"Port Adelaide",23768,"MCKENNA","Nigel",4,"N","N","LP","Liberal","SA",19797
"652",189,"Port Adelaide",24121,"BUTLER","Mark",6,"Y","Y","ALP","Australian Labor Party","SA",39104
"653",189,"Port Adelaide",24395,"HUYNH","Ngoc Chau",2,"N","N","PUP","Palmer United Party","SA",4413
"654",189,"Port Adelaide",24489,"COOKSLEY","Terry",3,"N","N","AFN","Australia First Party","SA",895
"655",189,"Port Adelaide",24931,"POPOVIC","Dusan",5,"N","N","GRN","The Greens","SA",6430
"656",189,"Port Adelaide",25011,"HAMBOUR","Bruce",1,"N","N","FFP","Family First","SA",5569
"657",190,"Sturt",999,"Informal","Informal",999,"N","N","","Informal","SA",3734
"658",190,"Sturt",23647,"PYNE","Christopher",1,"Y","Y","LP","Liberal","SA",41218
"659",190,"Sturt",24101,"SARRE","Rick",3,"N","N","ALP","Australian Labor Party","SA",21998
"660",190,"Sturt",24509,"SCALI","Gabriella Alexandra",4,"N","N","PUP","Palmer United Party","SA",2168
"661",190,"Sturt",24873,"WALKER","Anne",5,"N","N","GRN","The Greens","SA",7155
"662",190,"Sturt",25003,"BARNES","Kylie",2,"N","N","FFP","Family First","SA",2915
"663",191,"Wakefield",999,"Informal","Informal",999,"N","N","","Informal","SA",4941
"664",191,"Wakefield",23736,"ZORICH","Tom",1,"N","N","LP","Liberal","SA",29014
"665",191,"Wakefield",23742,"ALDRIDGE","Mark",3,"N","N","IND","Independent","SA",3122
"666",191,"Wakefield",24198,"CHAMPION","Nick",6,"Y","Y","ALP","Australian Labor Party","SA",32551
"667",191,"Wakefield",24405,"MUSOLINO","Tony",4,"N","N","KAP","Katter's Australian Party","SA",784
"668",191,"Wakefield",24420,"MUSOLINO","Dino",5,"N","N","PUP","Palmer United Party","SA",3296
"669",191,"Wakefield",24844,"CLAY","Sherree",2,"N","N","GRN","The Greens","SA",3820
"670",191,"Wakefield",25010,"COOMBE","Paul",7,"N","N","FFP","Family First","SA",4497
"671",192,"Bass",999,"Informal","Informal",999,"N","N","","Informal","TAS",2603
"672",192,"Bass",23294,"NIKOLIC","Andrew",2,"Y","N","LP","Liberal","TAS",26958
"673",192,"Bass",23452,"LANDON-LANE","Lucy",6,"N","N","GRN","The Greens","TAS",4340
"674",192,"Bass",23464,"LYONS","Geoff",5,"N","Y","ALP","Australian Labor Party","TAS",19597
"675",192,"Bass",23546,"DOBSON","Christopher Lee",3,"N","N","PUP","Palmer United Party","TAS",3081
"676",192,"Bass",24170,"BERGMAN","Christine",4,"N","N","FFP","Family First","TAS",1244
"677",192,"Bass",24643,"CHOI","Jin-oh",7,"N","N","SPA","Secular Party of Australia","TAS",336
"678",192,"Bass",24794,"KROEZE","Ray",1,"N","N","AUC","Australian Christians","TAS",834
"679",193,"Braddon",999,"Informal","Informal",999,"N","N","","Informal","TAS",2250
"680",193,"Braddon",23270,"WHITELEY","Brett",5,"Y","N","LP","Liberal","TAS",27029
"681",193,"Braddon",23449,"HOUGHTON","Melissa",1,"N","N","GRN","The Greens","TAS",2813
"682",193,"Braddon",23529,"SIDEBOTTOM","Sid",2,"N","Y","ALP","Australian Labor Party","TAS",22026
"683",193,"Braddon",23554,"MORGAN","Kevin",3,"N","N","PUP","Palmer United Party","TAS",5584
"684",193,"Braddon",23875,"SHAW","Bernard",4,"N","N","RUA","Rise Up Australia Party","TAS",596
"685",194,"Denison",999,"Informal","Informal",999,"N","N","","Informal","TAS",2539
"686",194,"Denison",20881,"WILKIE","Andrew",2,"Y","Y","IND","Independent","TAS",20522
"687",194,"Denison",23274,"DENISON","Tanya",1,"N","N","LP","Liberal","TAS",12271
"688",194,"Denison",23280,"HOULT","Brandon",6,"N","N","SPP","Stable Population Party","TAS",94
"689",194,"Denison",23446,"REYNOLDS","Anna",3,"N","N","GRN","The Greens","TAS",4237
"690",194,"Denison",23453,"AUSTIN","Jane",9,"N","N","ALP","Australian Labor Party","TAS",13451
"691",194,"Denison",23540,"THURLEY","Debra Joyce",8,"N","N","PUP","Palmer United Party","TAS",1334
"692",194,"Denison",23783,"DEVLIN","Graeme",10,"N","N","RUA","Rise Up Australia Party","TAS",140
"693",194,"Denison",24151,"McCALLUM","Trevlyn",7,"N","N","FFP","Family First","TAS",474
"694",194,"Denison",24765,"WILLIAMS","Wayne",4,"N","N","DLP","DLP Democratic Labour","TAS",455
"695",194,"Denison",24902,"BUTLER","Bob",5,"N","N","ASXP","Sex Party","TAS",748
"696",195,"Franklin",999,"Informal","Informal",999,"N","N","","Informal","TAS",2349
"697",195,"Franklin",23271,"BLACK","Bernadette",3,"N","N","LP","Liberal","TAS",21867
"698",195,"Franklin",23447,"WOODRUFF","Rosalie",6,"N","N","GRN","The Greens","TAS",6787
"699",195,"Franklin",23455,"COLLINS","Julie",1,"Y","Y","ALP","Australian Labor Party","TAS",22749
"700",195,"Franklin",23542,"ZUCCO","Marti",2,"N","N","PUP","Palmer United Party","TAS",3513
"701",195,"Franklin",23818,"BOWDEN","Olwyn",7,"N","N","RUA","Rise Up Australia Party","TAS",241
"702",195,"Franklin",24298,"UGALDE","Sarah",5,"N","N","KAP","Katter's Australian Party","TAS",360
"703",195,"Franklin",24399,"DOWNES","Josh",4,"N","N","FFP","Family First","TAS",1023
"704",196,"Lyons",999,"Informal","Informal",999,"N","N","","Informal","TAS",2732
"705",196,"Lyons",23278,"HUTCHINSON","Eric",1,"Y","N","LP","Liberal","TAS",24127
"706",196,"Lyons",23451,"BRINKLOW","Pip",4,"N","N","GRN","The Greens","TAS",4309
"707",196,"Lyons",23460,"ADAMS","Dick",6,"N","Y","ALP","Australian Labor Party","TAS",20123
"708",196,"Lyons",23550,"VON STIEGLITZ","Quentin",3,"N","N","PUP","Palmer United Party","TAS",3844
"709",196,"Lyons",23821,"ROGERS","Julian",5,"N","N","RUA","Rise Up Australia Party","TAS",450
"710",196,"Lyons",24171,"JAMES","Gaye",2,"N","N","FFP","Family First","TAS",1386
"711",197,"Aston",999,"Informal","Informal",999,"N","N","","Informal","VIC",3481
"712",197,"Aston",23382,"EVANS","Rupert",1,"N","N","ALP","Australian Labor Party","VIC",23256
"713",197,"Aston",23387,"RAYMOND","Steve",3,"N","N","GRN","The Greens","VIC",3957
"714",197,"Aston",23474,"TUDGE","Alan",4,"Y","Y","LP","Liberal","VIC",36146
"715",197,"Aston",23621,"WATT","Bradley Walter",5,"N","N","PUP","Palmer United Party","VIC",2697
"716",197,"Aston",23850,"JENKINS","Charity",7,"N","N","ASXP","Sex Party","VIC",1830
"717",197,"Aston",24155,"SPEER","Jennifer",2,"N","N","RUA","Rise Up Australia Party","VIC",457
"718",197,"Aston",24975,"FOSTER","Tony",6,"N","N","FFP","Family First Party","VIC",1927
"719",198,"Ballarat",999,"Informal","Informal",999,"N","N","","Informal","VIC",4051
"720",198,"Ballarat",23305,"KING","Catherine",10,"Y","Y","ALP","Australian Labor Party","VIC",33028
"721",198,"Ballarat",23344,"HODGINS-MAY","Stephanie",5,"N","N","GRN","The Greens","VIC",7521
"722",198,"Ballarat",23473,"FITZGIBBON","John",6,"N","N","LP","Liberal","VIC",30389
"723",198,"Ballarat",23570,"FOSTER","Anne",1,"N","N","AUC","Australian Christians","VIC",976
"724",198,"Ballarat",23678,"MURPHY","Gerard Anthony",8,"N","N","PUP","Palmer United Party","VIC",2917
"725",198,"Ballarat",23965,"MATHIESON","Joshua",4,"N","N","ASXP","Sex Party","VIC",1789
"726",198,"Ballarat",23978,"VEREKER","Stephen",7,"N","N","DLP","DLP Democratic Labour","VIC",884
"727",198,"Ballarat",24150,"ROJAS","Ana",2,"N","N","RUA","Rise Up Australia Party","VIC",174
"728",198,"Ballarat",24206,"DUNNE","Shane Edward",3,"N","N","KAP","Katter's Australian Party","VIC",660
"729",198,"Ballarat",24973,"CLARK","Shane",9,"N","N","FFP","Family First Party","VIC",930
"730",199,"Batman",999,"Informal","Informal",999,"N","N","","Informal","VIC",4606
"731",199,"Batman",23296,"FEENEY","David",8,"Y","N","ALP","Australian Labor Party","VIC",29186
"732",199,"Batman",23319,"BHATHAL","Alexandra Kaur",6,"N","N","GRN","The Greens","VIC",18544
"733",199,"Batman",23565,"SOURIS","George",4,"N","N","LP","Liberal","VIC",15010
"734",199,"Batman",23652,"GUARDIANI","Franco",7,"N","N","PUP","Palmer United Party","VIC",1756
"735",199,"Batman",23861,"SLIWCZYNSKI","Lianna",5,"N","N","ASXP","Sex Party","VIC",1733
"736",199,"Batman",23984,"LAVIN","Rosemary",9,"N","N","AJP","Animal Justice Party","VIC",844
"737",199,"Batman",24154,"WINTERTON","Pat",1,"N","N","RUA","Rise Up Australia Party","VIC",821
"738",199,"Batman",24747,"SUTTON","Philip",3,"N","N","NAFD","","VIC",509
"739",199,"Batman",24960,"SMITHIES","Ken",2,"N","N","FFP","Family First Party","VIC",741
"740",200,"Bendigo",999,"Informal","Informal",999,"N","N","","Informal","VIC",4858
"741",200,"Bendigo",23318,"CHESTERS","Lisa",2,"Y","N","ALP","Australian Labor Party","VIC",28249
"742",200,"Bendigo",23329,"SLADE","Lachlan",4,"N","N","GRN","The Greens","VIC",7056
"743",200,"Bendigo",23466,"BICKLEY","Greg",3,"N","N","LP","Liberal","VIC",30140
"744",200,"Bendigo",23559,"MCDONALD","Ewan",13,"N","N","AUC","Australian Christians","VIC",460
"745",200,"Bendigo",23618,"DONLON","Anita Erika",11,"N","N","PUP","Palmer United Party","VIC",1920
"746",200,"Bendigo",23699,"LEUNIG","Rod",7,"N","N","CYA","Country Alliance","VIC",440
"747",200,"Bendigo",23775,"SHEEDY","Sarah",1,"N","N","NP","The Nationals","VIC",4015
"748",200,"Bendigo",23876,"CRUTCHFIELD","Charlie",5,"N","N","ASXP","Sex Party","VIC",1881
"749",200,"Bendigo",24158,"CADDY","Sandra",10,"N","N","RUA","Rise Up Australia Party","VIC",409
"750",200,"Bendigo",24203,"STINGEL","Stephen John",12,"N","N","KAP","Katter's Australian Party","VIC",586
"751",200,"Bendigo",24681,"ABIKHAIR","Daniel Edward",8,"N","N","IND","Independent","VIC",460
"752",200,"Bendigo",24748,"RAHMANI","Matine",9,"N","N","IND","Independent","VIC",204
"753",200,"Bendigo",24996,"HOWARD","Alan",6,"N","N","FFP","Family First Party","VIC",830
"754",201,"Bruce",999,"Informal","Informal",999,"N","N","","Informal","VIC",4059
"755",201,"Bruce",23317,"GRIFFIN","Alan",3,"Y","Y","ALP","Australian Labor Party","VIC",27710
"756",201,"Bruce",23354,"KELEHER","Lynette",7,"N","N","GRN","The Greens","VIC",4258
"757",201,"Bruce",23574,"CICCHIELLO","Emanuele",4,"N","N","LP","Liberal","VIC",28158
"758",201,"Bruce",23632,"TUYAU","Paul Robert Jose",2,"N","N","PUP","Palmer United Party","VIC",1690
"759",201,"Bruce",24002,"GONSALVEZ","Geraldine Marie Antoinette",5,"N","N","DLP","DLP Democratic Labour","VIC",1061
"760",201,"Bruce",24196,"WHITE","Robert George",6,"N","N","RUA","Rise Up Australia Party","VIC",502
"761",201,"Bruce",24955,"UTH","Kiry",8,"N","N","IND","Independent","VIC",459
"762",201,"Bruce",24988,"FILLIPONI","Rebecca",1,"N","N","FFP","Family First Party","VIC",1562
"763",203,"Calwell",999,"Informal","Informal",999,"N","N","","Informal","VIC",6470
"764",203,"Calwell",23299,"VAMVAKINOU","Maria",4,"Y","Y","ALP","Australian Labor Party","VIC",35447
"765",203,"Calwell",23328,"NEVILL","Joanna",10,"N","N","GRN","The Greens","VIC",3569
"766",203,"Calwell",23580,"KHAN","Ali",6,"N","N","LP","Liberal","VIC",19733
"767",203,"Calwell",23581,"BENGTSSON","Maria",7,"N","N","AUC","Australian Christians","VIC",1737
"768",203,"Calwell",23738,"LETCHER","Bryce Newton",3,"N","N","PUP","Palmer United Party","VIC",2980
"769",203,"Calwell",23894,"SPIROVSKA","Nevena",5,"N","N","ASXP","Sex Party","VIC",1814
"770",203,"Calwell",23953,"OMAR","Omar Jabir",9,"N","N","DLP","DLP Democratic Labour","VIC",927
"771",203,"Calwell",24131,"ROZARIO","Charles",8,"N","N","RUA","Rise Up Australia Party","VIC",308
"772",203,"Calwell",24316,"WATSON","Brett",1,"N","N","KAP","Katter's Australian Party","VIC",1411
"773",203,"Calwell",24989,"GRAHAM","Paul",2,"N","N","FFP","Family First Party","VIC",1526
"774",204,"Casey",999,"Informal","Informal",999,"N","N","","Informal","VIC",3677
"775",204,"Casey",23338,"MEACHER","Steve",1,"N","N","GRN","The Greens","VIC",7799
"776",204,"Casey",23362,"FARRELL","Cathy",3,"N","N","ALP","Australian Labor Party","VIC",20276
"777",204,"Casey",23592,"SMITH","Tony",9,"Y","Y","LP","Liberal","VIC",34918
"778",204,"Casey",23624,"WILDE","Milton",8,"N","N","PUP","Palmer United Party","VIC",3601
"779",204,"Casey",23734,"LEAKE","Jeffrey Andrew",4,"N","N","CYA","Country Alliance","VIC",754
"780",204,"Casey",24145,"BARBIERI","Paul",7,"N","N","RUA","Rise Up Australia Party","VIC",347
"781",204,"Casey",24232,"BROWN","Mike",5,"N","N","AUC","Australian Christians","VIC",954
"782",204,"Casey",24762,"McRAE","Jeanette",6,"N","N","IND","Independent","VIC",984
"783",204,"Casey",24972,"COOMBES","Gary",2,"N","N","FFP","Family First Party","VIC",1915
"784",205,"Chisholm",999,"Informal","Informal",999,"N","N","","Informal","VIC",3039
"785",205,"Chisholm",23311,"BURKE","Anna Elizabeth",2,"Y","Y","ALP","Australian Labor Party","VIC",26105
"786",205,"Chisholm",23359,"FERGEUS","Josh",1,"N","N","GRN","The Greens","VIC",6086
"787",205,"Chisholm",23478,"NGUYEN","John",5,"N","N","LP","Liberal","VIC",28468
"788",205,"Chisholm",23575,"JAYARATNE","Vidura Nalin",8,"N","N","SPA","Secular Party of Australia","VIC",261
"789",205,"Chisholm",23610,"WOODS","Brian Clifford",6,"N","N","PUP","Palmer United Party","VIC",983
"790",205,"Chisholm",23890,"GROSSI","Luzio",3,"N","N","ASXP","Sex Party","VIC",1263
"791",205,"Chisholm",23961,"SHEA","Pat",9,"N","N","DLP","DLP Democratic Labour","VIC",621
"792",205,"Chisholm",24140,"VASSILIOU","Melanie",4,"N","N","RUA","Rise Up Australia Party","VIC",515
"793",205,"Chisholm",24978,"MYSZKA","Martin",7,"N","N","FFP","Family First Party","VIC",640
"794",207,"Corangamite",999,"Informal","Informal",999,"N","N","","Informal","VIC",3649
"795",207,"Corangamite",23366,"CHEESEMAN","Darren",5,"N","Y","ALP","Australian Labor Party","VIC",24102
"796",207,"Corangamite",23376,"DAVIES","Lloyd",1,"N","N","GRN","The Greens","VIC",8808
"797",207,"Corangamite",23526,"HENDERSON","Sarah",11,"Y","N","LP","Liberal","VIC",36013
"798",207,"Corangamite",23566,"BARRON","Alan",3,"N","N","AUC","Australian Christians","VIC",399
"799",207,"Corangamite",23661,"ROJEK","Buddy Igor",9,"N","N","PUP","Palmer United Party","VIC",1641
"800",207,"Corangamite",23717,"JACKMAN","Warren",8,"N","N","CYA","Country Alliance","VIC",302
"801",207,"Corangamite",23763,"BLACK","Andrew",10,"N","N","NP","The Nationals","VIC",460
"802",207,"Corangamite",23882,"MILLARD","Jayden",7,"N","N","ASXP","Sex Party","VIC",1417
"803",207,"Corangamite",24165,"RASHLEIGH","Helen",2,"N","N","RUA","Rise Up Australia Party","VIC",201
"804",207,"Corangamite",24515,"STEEL","Nick",12,"N","N","APP","Australian Protectionist Party","VIC",105
"805",207,"Corangamite",24956,"WHITEHEAD","Adrian",4,"N","N","IND","Independent","VIC",462
"806",207,"Corangamite",24994,"WRAY","Peter",6,"N","N","FFP","Family First Party","VIC",700
"807",208,"Corio",999,"Informal","Informal",999,"N","N","","Informal","VIC",4484
"808",208,"Corio",23173,"ASHER","Stephanie",9,"N","N","IND","Independent","VIC",1585
"809",208,"Corio",23303,"MARLES","Richard",3,"Y","Y","ALP","Australian Labor Party","VIC",33146
"810",208,"Corio",23336,"LACEY","Greg",8,"N","N","GRN","The Greens","VIC",5377
